Created Date,Complaint Type,Borough,count
2018/05/24,plumbing,MANHATTAN,39
2018/05/25,plumbing,MANHATTAN,14
2018/05/26,plumbing,MANHATTAN,23
2018/05/27,plumbing,MANHATTAN,7
2018/05/28,plumbing,MANHATTAN,7
2018/05/29,plumbing,MANHATTAN,47
2018/05/30,plumbing,MANHATTAN,38
2018/05/31,plumbing,MANHATTAN,26
2018/06/01,plumbing,MANHATTAN,29
2018/06/02,plumbing,MANHATTAN,16
2018/06/03,plumbing,MANHATTAN,11
2018/06/04,plumbing,MANHATTAN,33
2018/06/05,plumbing,MANHATTAN,39
2018/06/06,plumbing,MANHATTAN,19
2018/06/07,plumbing,MANHATTAN,30
2018/06/08,plumbing,MANHATTAN,39
2018/06/09,plumbing,MANHATTAN,15
2018/06/10,plumbing,MANHATTAN,9
2018/06/11,plumbing,MANHATTAN,57
2018/06/12,plumbing,MANHATTAN,44
2018/06/13,plumbing,MANHATTAN,46
2018/06/14,plumbing,MANHATTAN,48
2018/06/15,plumbing,MANHATTAN,31
2018/06/16,plumbing,MANHATTAN,17
2018/06/17,plumbing,MANHATTAN,5
2018/06/18,plumbing,MANHATTAN,37
2018/06/19,plumbing,MANHATTAN,27
2018/06/20,plumbing,MANHATTAN,38
2018/06/21,plumbing,MANHATTAN,27
2018/06/22,plumbing,MANHATTAN,29
2018/06/23,plumbing,MANHATTAN,11
2018/06/24,plumbing,MANHATTAN,7
2018/06/25,plumbing,MANHATTAN,34
2018/06/26,plumbing,MANHATTAN,31
2018/06/27,plumbing,MANHATTAN,55
2018/06/28,plumbing,MANHATTAN,23
2018/06/29,plumbing,MANHATTAN,41
2018/06/30,plumbing,MANHATTAN,12
2018/07/01,plumbing,MANHATTAN,25
2018/07/02,plumbing,MANHATTAN,47
2018/07/03,plumbing,MANHATTAN,37
2018/07/04,plumbing,MANHATTAN,14
2018/07/05,plumbing,MANHATTAN,40
2018/07/06,plumbing,MANHATTAN,21
2018/07/07,plumbing,MANHATTAN,13
2018/07/08,plumbing,MANHATTAN,16
2018/07/09,plumbing,MANHATTAN,34
2018/07/10,plumbing,MANHATTAN,39
2018/07/11,plumbing,MANHATTAN,33
2018/07/12,plumbing,MANHATTAN,19
2018/07/13,plumbing,MANHATTAN,37
2018/07/14,plumbing,MANHATTAN,14
2018/07/15,plumbing,MANHATTAN,10
2018/07/16,plumbing,MANHATTAN,22
2018/07/17,plumbing,MANHATTAN,34
2018/07/18,plumbing,MANHATTAN,30
2018/07/19,plumbing,MANHATTAN,35
2018/07/20,plumbing,MANHATTAN,30
2018/07/21,plumbing,MANHATTAN,39
2018/07/22,plumbing,MANHATTAN,6
2018/07/23,plumbing,MANHATTAN,41
2018/07/24,plumbing,MANHATTAN,30
2018/07/25,plumbing,MANHATTAN,59
2018/07/26,plumbing,MANHATTAN,27
2018/07/27,plumbing,MANHATTAN,29
2018/07/28,plumbing,MANHATTAN,9
2018/07/29,plumbing,MANHATTAN,14
2018/07/30,plumbing,MANHATTAN,25
2018/07/31,plumbing,MANHATTAN,49
2018/08/01,plumbing,MANHATTAN,29
2018/08/02,plumbing,MANHATTAN,58
2018/08/03,plumbing,MANHATTAN,70
2018/08/04,plumbing,MANHATTAN,27
2018/08/05,plumbing,MANHATTAN,14
2018/08/06,plumbing,MANHATTAN,149
2018/08/07,plumbing,MANHATTAN,136
2018/08/08,plumbing,MANHATTAN,74
2018/08/09,plumbing,MANHATTAN,58
2018/08/10,plumbing,MANHATTAN,25
2018/08/11,plumbing,MANHATTAN,18
2018/08/12,plumbing,MANHATTAN,14
2018/08/13,plumbing,MANHATTAN,28
2018/08/14,plumbing,MANHATTAN,38
2018/08/15,plumbing,MANHATTAN,43
2018/08/16,plumbing,MANHATTAN,37
2018/08/17,plumbing,MANHATTAN,83
2018/08/18,plumbing,MANHATTAN,37
2018/08/19,plumbing,MANHATTAN,7
2018/08/20,plumbing,MANHATTAN,34
2018/08/21,plumbing,MANHATTAN,25
2018/08/22,plumbing,MANHATTAN,40
2018/08/23,plumbing,MANHATTAN,37
2018/08/24,plumbing,MANHATTAN,26
2018/08/25,plumbing,MANHATTAN,20
2018/08/26,plumbing,MANHATTAN,10
2018/08/27,plumbing,MANHATTAN,37
2018/08/28,plumbing,MANHATTAN,51
2018/08/29,plumbing,MANHATTAN,27
2018/08/30,plumbing,MANHATTAN,33
2018/08/31,plumbing,MANHATTAN,33
2018/09/01,plumbing,MANHATTAN,18
2018/09/02,plumbing,MANHATTAN,9
2018/09/03,plumbing,MANHATTAN,9
2018/09/04,plumbing,MANHATTAN,46
2018/09/05,plumbing,MANHATTAN,41
2018/09/06,plumbing,MANHATTAN,65
2018/09/07,plumbing,MANHATTAN,32
2018/09/08,plumbing,MANHATTAN,27
2018/09/09,plumbing,MANHATTAN,12
2018/09/10,plumbing,MANHATTAN,35
2018/09/11,plumbing,MANHATTAN,40
2018/09/12,plumbing,MANHATTAN,31
2018/09/13,plumbing,MANHATTAN,30
2018/09/14,plumbing,MANHATTAN,21
2018/09/15,plumbing,MANHATTAN,16
2018/09/16,plumbing,MANHATTAN,19
2018/09/17,plumbing,MANHATTAN,32
2018/09/18,plumbing,MANHATTAN,79
2018/09/19,plumbing,MANHATTAN,52
2018/09/20,plumbing,MANHATTAN,53
2018/09/21,plumbing,MANHATTAN,46
2018/09/22,plumbing,MANHATTAN,7
2018/09/23,plumbing,MANHATTAN,3
2018/09/24,plumbing,MANHATTAN,69
2018/09/25,plumbing,MANHATTAN,31
2018/09/26,plumbing,MANHATTAN,39
2018/09/27,plumbing,MANHATTAN,50
2018/09/28,plumbing,MANHATTAN,41
2018/09/29,plumbing,MANHATTAN,34
2018/09/30,plumbing,MANHATTAN,36
2018/10/01,plumbing,MANHATTAN,53
2018/10/02,plumbing,MANHATTAN,52
2018/10/03,plumbing,MANHATTAN,44
2018/10/04,plumbing,MANHATTAN,68
2018/10/05,plumbing,MANHATTAN,36
2018/10/06,plumbing,MANHATTAN,18
2018/10/07,plumbing,MANHATTAN,19
2018/10/08,plumbing,MANHATTAN,21
2018/10/09,plumbing,MANHATTAN,54
2018/10/10,plumbing,MANHATTAN,47
2018/10/11,plumbing,MANHATTAN,50
2018/10/12,plumbing,MANHATTAN,26
2018/10/13,plumbing,MANHATTAN,29
2018/10/14,plumbing,MANHATTAN,20
2018/10/15,plumbing,MANHATTAN,56
2018/10/16,plumbing,MANHATTAN,38
2018/10/17,plumbing,MANHATTAN,55
2018/10/18,plumbing,MANHATTAN,51
2018/10/19,plumbing,MANHATTAN,44
2018/10/20,plumbing,MANHATTAN,10
2018/10/21,plumbing,MANHATTAN,25
2018/10/22,plumbing,MANHATTAN,45
2018/10/23,plumbing,MANHATTAN,44
2018/10/24,plumbing,MANHATTAN,55
2018/10/25,plumbing,MANHATTAN,56
2018/10/26,plumbing,MANHATTAN,43
2018/10/27,plumbing,MANHATTAN,24
2018/10/28,plumbing,MANHATTAN,17
2018/10/29,plumbing,MANHATTAN,70
2018/10/30,plumbing,MANHATTAN,53
2018/10/31,plumbing,MANHATTAN,69
2018/11/01,plumbing,MANHATTAN,31
2018/11/02,plumbing,MANHATTAN,31
2018/11/03,plumbing,MANHATTAN,23
2018/11/04,plumbing,MANHATTAN,21
2018/11/05,plumbing,MANHATTAN,43
2018/11/06,plumbing,MANHATTAN,52
2018/11/07,plumbing,MANHATTAN,49
2018/11/08,plumbing,MANHATTAN,39
2018/11/09,plumbing,MANHATTAN,41
2018/11/10,plumbing,MANHATTAN,26
2018/11/11,plumbing,MANHATTAN,19
2018/11/12,plumbing,MANHATTAN,22
2018/11/13,plumbing,MANHATTAN,27
2018/11/14,plumbing,MANHATTAN,45
2018/11/15,plumbing,MANHATTAN,42
2018/11/16,plumbing,MANHATTAN,38
2018/11/17,plumbing,MANHATTAN,15
2018/11/18,plumbing,MANHATTAN,27
2018/11/19,plumbing,MANHATTAN,45
2018/11/20,plumbing,MANHATTAN,22
2018/11/21,plumbing,MANHATTAN,57
2018/11/22,plumbing,MANHATTAN,24
2018/11/23,plumbing,MANHATTAN,39
2018/11/24,plumbing,MANHATTAN,35
2018/11/25,plumbing,MANHATTAN,15
2018/11/26,plumbing,MANHATTAN,38
2018/11/27,plumbing,MANHATTAN,48
2018/11/28,plumbing,MANHATTAN,55
2018/11/29,plumbing,MANHATTAN,40
2018/11/30,plumbing,MANHATTAN,35
2018/12/01,plumbing,MANHATTAN,13
2018/12/02,plumbing,MANHATTAN,19
2018/12/03,plumbing,MANHATTAN,56
2018/12/04,plumbing,MANHATTAN,44
2018/12/05,plumbing,MANHATTAN,44
2018/12/06,plumbing,MANHATTAN,37
2018/12/07,plumbing,MANHATTAN,30
2018/12/08,plumbing,MANHATTAN,24
2018/12/09,plumbing,MANHATTAN,15
2018/12/10,plumbing,MANHATTAN,38
2018/12/11,plumbing,MANHATTAN,39
2018/12/12,plumbing,MANHATTAN,35
2018/12/13,plumbing,MANHATTAN,39
2018/12/14,plumbing,MANHATTAN,42
2018/12/15,plumbing,MANHATTAN,31
2018/12/16,plumbing,MANHATTAN,18
2018/12/17,plumbing,MANHATTAN,45
2018/12/18,plumbing,MANHATTAN,49
2018/12/19,plumbing,MANHATTAN,44
2018/12/20,plumbing,MANHATTAN,38
2018/12/21,plumbing,MANHATTAN,30
2018/12/22,plumbing,MANHATTAN,11
2018/12/23,plumbing,MANHATTAN,7
2018/12/24,plumbing,MANHATTAN,22
2018/12/25,plumbing,MANHATTAN,9
2018/12/26,plumbing,MANHATTAN,41
2018/12/27,plumbing,MANHATTAN,38
2018/12/28,plumbing,MANHATTAN,33
2018/12/29,plumbing,MANHATTAN,17
2018/12/30,plumbing,MANHATTAN,13
2018/12/31,plumbing,MANHATTAN,60
2019/01/01,plumbing,MANHATTAN,10
2019/01/02,plumbing,MANHATTAN,37
2019/01/03,plumbing,MANHATTAN,40
2019/01/04,plumbing,MANHATTAN,45
2019/01/05,plumbing,MANHATTAN,12
2019/01/06,plumbing,MANHATTAN,8
2019/01/07,plumbing,MANHATTAN,53
2019/01/08,plumbing,MANHATTAN,50
2019/01/09,plumbing,MANHATTAN,36
2019/01/10,plumbing,MANHATTAN,28
2019/01/11,plumbing,MANHATTAN,35
2019/01/12,plumbing,MANHATTAN,19
2019/01/13,plumbing,MANHATTAN,11
2019/01/14,plumbing,MANHATTAN,65
2019/01/15,plumbing,MANHATTAN,40
2019/01/16,plumbing,MANHATTAN,30
2019/01/17,plumbing,MANHATTAN,55
2019/01/18,plumbing,MANHATTAN,44
2019/01/19,plumbing,MANHATTAN,22
2019/01/20,plumbing,MANHATTAN,14
2019/01/21,plumbing,MANHATTAN,58
2019/01/22,plumbing,MANHATTAN,84
2019/01/23,plumbing,MANHATTAN,58
2019/01/24,plumbing,MANHATTAN,41
2019/01/25,plumbing,MANHATTAN,53
2019/01/26,plumbing,MANHATTAN,45
2019/01/27,plumbing,MANHATTAN,12
2019/01/28,plumbing,MANHATTAN,44
2019/01/29,plumbing,MANHATTAN,46
2019/01/30,plumbing,MANHATTAN,50
2019/01/31,plumbing,MANHATTAN,72
2019/02/01,plumbing,MANHATTAN,61
2019/02/02,plumbing,MANHATTAN,43
2019/02/03,plumbing,MANHATTAN,32
2019/02/04,plumbing,MANHATTAN,32
2019/02/05,plumbing,MANHATTAN,50
2019/02/06,plumbing,MANHATTAN,44
2019/02/07,plumbing,MANHATTAN,38
2019/02/08,plumbing,MANHATTAN,40
2019/02/09,plumbing,MANHATTAN,20
2019/02/10,plumbing,MANHATTAN,25
2019/02/11,plumbing,MANHATTAN,58
2019/02/12,plumbing,MANHATTAN,78
2019/02/13,plumbing,MANHATTAN,51
2019/02/14,plumbing,MANHATTAN,56
2019/02/15,plumbing,MANHATTAN,39
2019/02/16,plumbing,MANHATTAN,9
2019/02/17,plumbing,MANHATTAN,12
2019/02/18,plumbing,MANHATTAN,39
2019/02/19,plumbing,MANHATTAN,58
2019/02/20,plumbing,MANHATTAN,42
2019/02/21,plumbing,MANHATTAN,65
2019/02/22,plumbing,MANHATTAN,31
2019/02/23,plumbing,MANHATTAN,20
2019/02/24,plumbing,MANHATTAN,31
2019/02/25,plumbing,MANHATTAN,41
2019/02/26,plumbing,MANHATTAN,45
2019/02/27,plumbing,MANHATTAN,28
2019/02/28,plumbing,MANHATTAN,62
2019/03/01,plumbing,MANHATTAN,55
2019/03/02,plumbing,MANHATTAN,35
2019/03/03,plumbing,MANHATTAN,20
2019/03/04,plumbing,MANHATTAN,65
2019/03/05,plumbing,MANHATTAN,47
2019/03/06,plumbing,MANHATTAN,53
2019/03/07,plumbing,MANHATTAN,31
2019/03/08,plumbing,MANHATTAN,48
2019/03/09,plumbing,MANHATTAN,9
2019/03/10,plumbing,MANHATTAN,9
2019/03/11,plumbing,MANHATTAN,71
2019/03/12,plumbing,MANHATTAN,61
2019/03/13,plumbing,MANHATTAN,63
2019/03/14,plumbing,MANHATTAN,45
2019/03/15,plumbing,MANHATTAN,39
2019/03/16,plumbing,MANHATTAN,14
2019/03/17,plumbing,MANHATTAN,22
2019/03/18,plumbing,MANHATTAN,35
2019/03/19,plumbing,MANHATTAN,39
2019/03/20,plumbing,MANHATTAN,24
2019/03/21,plumbing,MANHATTAN,44
2019/03/22,plumbing,MANHATTAN,22
2019/03/23,plumbing,MANHATTAN,25
2019/03/24,plumbing,MANHATTAN,8
2019/03/25,plumbing,MANHATTAN,46
2019/03/26,plumbing,MANHATTAN,41
2019/03/27,plumbing,MANHATTAN,41
2019/03/28,plumbing,MANHATTAN,38
2019/03/29,plumbing,MANHATTAN,25
2019/03/30,plumbing,MANHATTAN,14
2019/03/31,plumbing,MANHATTAN,17
2019/04/01,plumbing,MANHATTAN,23
2019/04/02,plumbing,MANHATTAN,17
2019/04/03,plumbing,MANHATTAN,34
2019/04/04,plumbing,MANHATTAN,27
2019/04/05,plumbing,MANHATTAN,38
2019/04/06,plumbing,MANHATTAN,20
2019/04/07,plumbing,MANHATTAN,11
2019/04/08,plumbing,MANHATTAN,41
2019/04/09,plumbing,MANHATTAN,42
2019/04/10,plumbing,MANHATTAN,36
2019/04/11,plumbing,MANHATTAN,38
2019/04/12,plumbing,MANHATTAN,31
2019/04/13,plumbing,MANHATTAN,15
2019/04/14,plumbing,MANHATTAN,11
2019/04/15,plumbing,MANHATTAN,31
2019/04/16,plumbing,MANHATTAN,33
2019/04/17,plumbing,MANHATTAN,41
2019/04/18,plumbing,MANHATTAN,43
2019/04/19,plumbing,MANHATTAN,23
2019/04/20,plumbing,MANHATTAN,11
2019/04/21,plumbing,MANHATTAN,4
2019/04/22,plumbing,MANHATTAN,30
2019/04/23,plumbing,MANHATTAN,27
2019/04/24,plumbing,MANHATTAN,42
2019/04/25,plumbing,MANHATTAN,42
2019/04/26,plumbing,MANHATTAN,20
2019/04/27,plumbing,MANHATTAN,18
2019/04/28,plumbing,MANHATTAN,10
2019/04/29,plumbing,MANHATTAN,56
2019/04/30,plumbing,MANHATTAN,24
2019/05/01,plumbing,MANHATTAN,35
2019/05/02,plumbing,MANHATTAN,27
2019/05/03,plumbing,MANHATTAN,35
2019/05/04,plumbing,MANHATTAN,13
2019/05/05,plumbing,MANHATTAN,16
2019/05/06,plumbing,MANHATTAN,34
2019/05/07,plumbing,MANHATTAN,32
2019/05/08,plumbing,MANHATTAN,45
2019/05/09,plumbing,MANHATTAN,40
2019/05/10,plumbing,MANHATTAN,27
2019/05/11,plumbing,MANHATTAN,13
2019/05/12,plumbing,MANHATTAN,25
2019/05/13,plumbing,MANHATTAN,42
2019/05/14,plumbing,MANHATTAN,32
2019/05/15,plumbing,MANHATTAN,31
2019/05/16,plumbing,MANHATTAN,38
2019/05/17,plumbing,MANHATTAN,30
2019/05/18,plumbing,MANHATTAN,18
2019/05/19,plumbing,MANHATTAN,8
2019/05/20,plumbing,MANHATTAN,39
2019/05/21,plumbing,MANHATTAN,35
2019/05/22,plumbing,MANHATTAN,31
2019/05/23,plumbing,MANHATTAN,25
2019/05/24,plumbing,MANHATTAN,23
2019/05/25,plumbing,MANHATTAN,7
2019/05/26,plumbing,MANHATTAN,16
2019/05/27,plumbing,MANHATTAN,25
2019/05/28,plumbing,MANHATTAN,18
2019/05/29,plumbing,MANHATTAN,17
2019/05/30,plumbing,MANHATTAN,45
2019/05/31,plumbing,MANHATTAN,34
2019/06/01,plumbing,MANHATTAN,9
2019/06/02,plumbing,MANHATTAN,5
2019/06/03,plumbing,MANHATTAN,29
2019/06/04,plumbing,MANHATTAN,15
2019/06/05,plumbing,MANHATTAN,41
2019/06/06,plumbing,MANHATTAN,52
2019/06/07,plumbing,MANHATTAN,22
2019/06/08,plumbing,MANHATTAN,7
2019/06/09,plumbing,MANHATTAN,13
2019/06/10,plumbing,MANHATTAN,46
2019/06/11,plumbing,MANHATTAN,27
2019/06/12,plumbing,MANHATTAN,13
2019/06/13,plumbing,MANHATTAN,23
2019/06/14,plumbing,MANHATTAN,33
2019/06/15,plumbing,MANHATTAN,13
2019/06/16,plumbing,MANHATTAN,9
2019/06/17,plumbing,MANHATTAN,26
2019/06/18,plumbing,MANHATTAN,35
2019/06/19,plumbing,MANHATTAN,38
2019/06/20,plumbing,MANHATTAN,29
2019/06/21,plumbing,MANHATTAN,42
2019/06/22,plumbing,MANHATTAN,10
2019/06/23,plumbing,MANHATTAN,10
2019/06/24,plumbing,MANHATTAN,30
2019/06/25,plumbing,MANHATTAN,42
2019/06/26,plumbing,MANHATTAN,36
2019/06/27,plumbing,MANHATTAN,38
2019/06/29,plumbing,MANHATTAN,17
2019/06/30,plumbing,MANHATTAN,11
2019/07/01,plumbing,MANHATTAN,14
2019/07/02,plumbing,MANHATTAN,16
2019/07/03,plumbing,MANHATTAN,9
2019/07/04,plumbing,MANHATTAN,9
2019/07/05,plumbing,MANHATTAN,14
2019/07/06,plumbing,MANHATTAN,7
2019/07/07,plumbing,MANHATTAN,4
2019/07/08,plumbing,MANHATTAN,5
2019/07/09,plumbing,MANHATTAN,22
2019/07/10,plumbing,MANHATTAN,13
2019/07/11,plumbing,MANHATTAN,19
2019/07/12,plumbing,MANHATTAN,10
2019/07/13,plumbing,MANHATTAN,5
2019/07/14,plumbing,MANHATTAN,2
2019/07/15,plumbing,MANHATTAN,14
2019/07/16,plumbing,MANHATTAN,21
2019/07/17,plumbing,MANHATTAN,61
2019/07/18,plumbing,MANHATTAN,17
2019/07/19,plumbing,MANHATTAN,11
2019/07/20,plumbing,MANHATTAN,11
2019/07/21,plumbing,MANHATTAN,12
2019/07/22,plumbing,MANHATTAN,17
2019/07/23,plumbing,MANHATTAN,14
2019/07/24,plumbing,MANHATTAN,19
2019/07/25,plumbing,MANHATTAN,9
2019/07/26,plumbing,MANHATTAN,5
2019/07/27,plumbing,MANHATTAN,7
2019/07/28,plumbing,MANHATTAN,3
2019/07/29,plumbing,MANHATTAN,7
2019/07/30,plumbing,MANHATTAN,16
2019/07/31,plumbing,MANHATTAN,1
2019/08/01,plumbing,MANHATTAN,6
2019/08/02,plumbing,MANHATTAN,14
2019/08/03,plumbing,MANHATTAN,3
2019/08/04,plumbing,MANHATTAN,5
2019/08/05,plumbing,MANHATTAN,15
2019/08/06,plumbing,MANHATTAN,10
2019/08/07,plumbing,MANHATTAN,14
2019/08/08,plumbing,MANHATTAN,14
2019/08/09,plumbing,MANHATTAN,11
2019/08/10,plumbing,MANHATTAN,8
2019/08/11,plumbing,MANHATTAN,5
2019/08/12,plumbing,MANHATTAN,8
2019/08/13,plumbing,MANHATTAN,10
2019/08/14,plumbing,MANHATTAN,9
2019/08/15,plumbing,MANHATTAN,9
2019/08/16,plumbing,MANHATTAN,13
2019/08/17,plumbing,MANHATTAN,7
2019/08/18,plumbing,MANHATTAN,6
2019/08/19,plumbing,MANHATTAN,12
2019/08/20,plumbing,MANHATTAN,16
2019/08/21,plumbing,MANHATTAN,20
2019/08/22,plumbing,MANHATTAN,9
2019/08/23,plumbing,MANHATTAN,7
2019/08/24,plumbing,MANHATTAN,6
2019/08/25,plumbing,MANHATTAN,5
2019/08/26,plumbing,MANHATTAN,10
2019/08/27,plumbing,MANHATTAN,10
2019/08/28,plumbing,MANHATTAN,11
2019/08/29,plumbing,MANHATTAN,7
2019/08/30,plumbing,MANHATTAN,2
2019/08/31,plumbing,MANHATTAN,6
2019/09/01,plumbing,MANHATTAN,5
2019/09/02,plumbing,MANHATTAN,3
2019/09/03,plumbing,MANHATTAN,6
2019/09/04,plumbing,MANHATTAN,6
2019/09/05,plumbing,MANHATTAN,13
2019/09/06,plumbing,MANHATTAN,7
2019/09/07,plumbing,MANHATTAN,1
2019/09/09,plumbing,MANHATTAN,7
2019/09/10,plumbing,MANHATTAN,10
2019/09/11,plumbing,MANHATTAN,10
2019/09/12,plumbing,MANHATTAN,11
2019/09/13,plumbing,MANHATTAN,7
2019/09/14,plumbing,MANHATTAN,4
2019/09/15,plumbing,MANHATTAN,5
2019/09/16,plumbing,MANHATTAN,11
2019/09/17,plumbing,MANHATTAN,2
2019/09/18,plumbing,MANHATTAN,7
2019/09/19,plumbing,MANHATTAN,9
2019/09/20,plumbing,MANHATTAN,3
2019/09/21,plumbing,MANHATTAN,3
2019/09/22,plumbing,MANHATTAN,2
2019/09/23,plumbing,MANHATTAN,8
2019/09/24,plumbing,MANHATTAN,5
2019/09/25,plumbing,MANHATTAN,1
2019/09/26,plumbing,MANHATTAN,1
2010/01/01,heating,QUEENS,87
2010/01/02,heating,QUEENS,158
2010/01/03,heating,QUEENS,355
2010/01/04,heating,QUEENS,316
2010/01/05,heating,QUEENS,244
2010/01/06,heating,QUEENS,172
2010/01/07,heating,QUEENS,135
2010/01/08,heating,QUEENS,142
2010/01/09,heating,QUEENS,152
2010/01/10,heating,QUEENS,192
2010/01/11,heating,QUEENS,200
2010/01/12,heating,QUEENS,161
2010/01/13,heating,QUEENS,163
2010/01/14,heating,QUEENS,106
2010/01/15,heating,QUEENS,100
2010/01/16,heating,QUEENS,61
2010/01/17,heating,QUEENS,73
2010/01/18,heating,QUEENS,90
2010/01/19,heating,QUEENS,84
2010/01/20,heating,QUEENS,100
2010/01/21,heating,QUEENS,98
2010/01/22,heating,QUEENS,97
2010/01/23,heating,QUEENS,88
2010/01/24,heating,QUEENS,103
2010/01/25,heating,QUEENS,113
2010/01/26,heating,QUEENS,104
2010/01/27,heating,QUEENS,143
2010/01/28,heating,QUEENS,160
2010/01/29,heating,QUEENS,307
2010/01/30,heating,QUEENS,393
2010/01/31,heating,QUEENS,216
2010/02/01,heating,QUEENS,158
2010/02/02,heating,QUEENS,135
2010/02/03,heating,QUEENS,117
2010/02/04,heating,QUEENS,126
2010/02/05,heating,QUEENS,123
2010/02/06,heating,QUEENS,177
2010/02/07,heating,QUEENS,139
2010/02/08,heating,QUEENS,176
2010/02/09,heating,QUEENS,110
2010/02/10,heating,QUEENS,116
2010/02/11,heating,QUEENS,80
2010/02/12,heating,QUEENS,106
2010/02/13,heating,QUEENS,89
2010/02/14,heating,QUEENS,89
2010/02/15,heating,QUEENS,112
2010/02/16,heating,QUEENS,101
2010/02/17,heating,QUEENS,110
2010/02/18,heating,QUEENS,90
2010/02/19,heating,QUEENS,82
2010/02/20,heating,QUEENS,82
2010/02/21,heating,QUEENS,65
2010/02/22,heating,QUEENS,86
2010/02/23,heating,QUEENS,100
2010/02/24,heating,QUEENS,104
2010/02/25,heating,QUEENS,105
2010/02/26,heating,QUEENS,116
2010/02/27,heating,QUEENS,63
2010/02/28,heating,QUEENS,76
2010/03/01,heating,QUEENS,98
2010/03/02,heating,QUEENS,58
2010/03/03,heating,QUEENS,109
2010/03/04,heating,QUEENS,79
2010/03/05,heating,QUEENS,93
2010/03/06,heating,QUEENS,65
2010/03/07,heating,QUEENS,42
2010/03/08,heating,QUEENS,52
2010/03/09,heating,QUEENS,62
2010/03/10,heating,QUEENS,45
2010/03/11,heating,QUEENS,66
2010/03/12,heating,QUEENS,70
2010/03/13,heating,QUEENS,100
2010/03/14,heating,QUEENS,83
2010/03/15,heating,QUEENS,101
2010/03/16,heating,QUEENS,64
2010/03/17,heating,QUEENS,45
2010/03/18,heating,QUEENS,39
2010/03/19,heating,QUEENS,33
2010/03/20,heating,QUEENS,22
2010/03/21,heating,QUEENS,17
2010/03/22,heating,QUEENS,58
2010/03/23,heating,QUEENS,74
2010/03/24,heating,QUEENS,72
2010/03/25,heating,QUEENS,51
2010/03/26,heating,QUEENS,125
2010/03/27,heating,QUEENS,126
2010/03/28,heating,QUEENS,93
2010/03/29,heating,QUEENS,83
2010/03/30,heating,QUEENS,101
2010/03/31,heating,QUEENS,51
2010/04/01,heating,QUEENS,37
2010/04/02,heating,QUEENS,31
2010/04/03,heating,QUEENS,30
2010/04/04,heating,QUEENS,20
2010/04/05,heating,QUEENS,24
2010/04/06,heating,QUEENS,13
2010/04/07,heating,QUEENS,11
2010/04/08,heating,QUEENS,14
2010/04/09,heating,QUEENS,20
2010/04/10,heating,QUEENS,38
2010/04/11,heating,QUEENS,20
2010/04/12,heating,QUEENS,27
2010/04/13,heating,QUEENS,51
2010/04/14,heating,QUEENS,28
2010/04/15,heating,QUEENS,21
2010/04/16,heating,QUEENS,63
2010/04/17,heating,QUEENS,82
2010/04/18,heating,QUEENS,70
2010/04/19,heating,QUEENS,76
2010/04/20,heating,QUEENS,32
2010/04/21,heating,QUEENS,24
2010/04/22,heating,QUEENS,20
2010/04/23,heating,QUEENS,38
2010/04/24,heating,QUEENS,26
2010/04/25,heating,QUEENS,60
2010/04/26,heating,QUEENS,87
2010/04/27,heating,QUEENS,109
2010/04/28,heating,QUEENS,138
2010/04/29,heating,QUEENS,55
2010/04/30,heating,QUEENS,18
2010/05/01,heating,QUEENS,5
2010/05/02,heating,QUEENS,7
2010/05/03,heating,QUEENS,17
2010/05/04,heating,QUEENS,10
2010/05/05,heating,QUEENS,12
2010/05/06,heating,QUEENS,11
2010/05/07,heating,QUEENS,12
2010/05/08,heating,QUEENS,18
2010/05/09,heating,QUEENS,81
2010/05/10,heating,QUEENS,105
2010/05/11,heating,QUEENS,100
2010/05/12,heating,QUEENS,138
2010/05/13,heating,QUEENS,51
2010/05/14,heating,QUEENS,16
2010/05/15,heating,QUEENS,2
2010/05/16,heating,QUEENS,7
2010/05/17,heating,QUEENS,10
2010/05/18,heating,QUEENS,25
2010/05/19,heating,QUEENS,23
2010/05/20,heating,QUEENS,10
2010/05/21,heating,QUEENS,6
2010/05/22,heating,QUEENS,9
2010/05/23,heating,QUEENS,10
2010/05/24,heating,QUEENS,13
2010/05/25,heating,QUEENS,7
2010/05/26,heating,QUEENS,8
2010/05/27,heating,QUEENS,15
2010/05/28,heating,QUEENS,11
2010/05/29,heating,QUEENS,7
2010/05/30,heating,QUEENS,4
2010/05/31,heating,QUEENS,7
2010/06/01,heating,QUEENS,10
2010/06/02,heating,QUEENS,7
2010/06/03,heating,QUEENS,5
2010/06/04,heating,QUEENS,8
2010/06/05,heating,QUEENS,13
2010/06/06,heating,QUEENS,9
2010/06/07,heating,QUEENS,13
2010/06/08,heating,QUEENS,7
2010/06/09,heating,QUEENS,15
2010/06/10,heating,QUEENS,10
2010/06/11,heating,QUEENS,10
2010/06/12,heating,QUEENS,7
2010/06/13,heating,QUEENS,10
2010/06/14,heating,QUEENS,17
2010/06/15,heating,QUEENS,11
2010/06/16,heating,QUEENS,10
2010/06/17,heating,QUEENS,12
2010/06/18,heating,QUEENS,10
2010/06/19,heating,QUEENS,10
2010/06/20,heating,QUEENS,2
2010/06/21,heating,QUEENS,25
2010/06/22,heating,QUEENS,9
2010/06/23,heating,QUEENS,10
2010/06/24,heating,QUEENS,8
2010/06/25,heating,QUEENS,8
2010/06/26,heating,QUEENS,6
2010/06/27,heating,QUEENS,7
2010/06/28,heating,QUEENS,12
