Created Date,Complaint Type,Borough,count
2019/07/04,electric,BRONX,14
2019/07/05,electric,BRONX,14
2019/07/06,electric,BRONX,14
2019/07/07,electric,BRONX,4
2019/07/08,electric,BRONX,15
2019/07/09,electric,BRONX,11
2019/07/10,electric,BRONX,4
2019/07/11,electric,BRONX,12
2019/07/12,electric,BRONX,10
2019/07/13,electric,BRONX,4
2019/07/14,electric,BRONX,12
2019/07/15,electric,BRONX,16
2019/07/16,electric,BRONX,18
2019/07/17,electric,BRONX,27
2019/07/18,electric,BRONX,16
2019/07/19,electric,BRONX,18
2019/07/20,electric,BRONX,38
2019/07/21,electric,BRONX,49
2019/07/22,electric,BRONX,31
2019/07/23,electric,BRONX,14
2019/07/24,electric,BRONX,10
2019/07/25,electric,BRONX,6
2019/07/26,electric,BRONX,11
2019/07/27,electric,BRONX,10
2019/07/28,electric,BRONX,6
2019/07/29,electric,BRONX,17
2019/07/30,electric,BRONX,21
2019/07/31,electric,BRONX,1
2019/08/01,electric,BRONX,12
2019/08/02,electric,BRONX,8
2019/08/03,electric,BRONX,10
2019/08/04,electric,BRONX,8
2019/08/05,electric,BRONX,11
2019/08/06,electric,BRONX,8
2019/08/07,electric,BRONX,9
2019/08/08,electric,BRONX,6
2019/08/09,electric,BRONX,4
2019/08/10,electric,BRONX,3
2019/08/11,electric,BRONX,1
2019/08/12,electric,BRONX,10
2019/08/13,electric,BRONX,12
2019/08/14,electric,BRONX,11
2019/08/15,electric,BRONX,9
2019/08/16,electric,BRONX,7
2019/08/17,electric,BRONX,6
2019/08/18,electric,BRONX,6
2019/08/19,electric,BRONX,12
2019/08/20,electric,BRONX,10
2019/08/21,electric,BRONX,2
2019/08/22,electric,BRONX,9
2019/08/23,electric,BRONX,12
2019/08/24,electric,BRONX,5
2019/08/25,electric,BRONX,3
2019/08/26,electric,BRONX,7
2019/08/27,electric,BRONX,7
2019/08/28,electric,BRONX,8
2019/08/29,electric,BRONX,11
2019/08/30,electric,BRONX,3
2019/08/31,electric,BRONX,4
2019/09/01,electric,BRONX,1
2019/09/02,electric,BRONX,3
2019/09/03,electric,BRONX,5
2019/09/04,electric,BRONX,12
2019/09/05,electric,BRONX,15
2019/09/06,electric,BRONX,7
2019/09/07,electric,BRONX,2
2019/09/09,electric,BRONX,10
2019/09/10,electric,BRONX,5
2019/09/11,electric,BRONX,2
2019/09/12,electric,BRONX,11
2019/09/13,electric,BRONX,14
2019/09/15,electric,BRONX,5
2019/09/16,electric,BRONX,8
2019/09/17,electric,BRONX,2
2019/09/18,electric,BRONX,4
2019/09/19,electric,BRONX,2
2019/09/20,electric,BRONX,1
2019/09/22,electric,BRONX,2
2019/09/23,electric,BRONX,9
2019/09/24,electric,BRONX,2
2019/09/25,electric,BRONX,1
2010/01/01,heating,BRONX,256
2010/01/02,heating,BRONX,458
2010/01/03,heating,BRONX,899
2010/01/04,heating,BRONX,953
2010/01/05,heating,BRONX,666
2010/01/06,heating,BRONX,506
2010/01/07,heating,BRONX,414
2010/01/08,heating,BRONX,381
2010/01/09,heating,BRONX,474
2010/01/10,heating,BRONX,605
2010/01/11,heating,BRONX,590
2010/01/12,heating,BRONX,451
2010/01/13,heating,BRONX,456
2010/01/14,heating,BRONX,277
2010/01/15,heating,BRONX,225
2010/01/16,heating,BRONX,179
2010/01/17,heating,BRONX,228
2010/01/18,heating,BRONX,237
2010/01/19,heating,BRONX,206
2010/01/20,heating,BRONX,227
2010/01/21,heating,BRONX,269
2010/01/22,heating,BRONX,232
2010/01/23,heating,BRONX,239
2010/01/24,heating,BRONX,219
2010/01/25,heating,BRONX,229
2010/01/26,heating,BRONX,233
2010/01/27,heating,BRONX,277
2010/01/28,heating,BRONX,404
2010/01/29,heating,BRONX,780
2010/01/30,heating,BRONX,973
2010/01/31,heating,BRONX,626
2010/02/01,heating,BRONX,486
2010/02/02,heating,BRONX,387
2010/02/03,heating,BRONX,276
2010/02/04,heating,BRONX,309
2010/02/05,heating,BRONX,288
2010/02/06,heating,BRONX,361
2010/02/07,heating,BRONX,407
2010/02/08,heating,BRONX,432
2010/02/09,heating,BRONX,327
2010/02/10,heating,BRONX,309
2010/02/11,heating,BRONX,212
2010/02/12,heating,BRONX,225
2010/02/13,heating,BRONX,263
2010/02/14,heating,BRONX,216
2010/02/15,heating,BRONX,248
2010/02/16,heating,BRONX,220
2010/02/17,heating,BRONX,271
2010/02/18,heating,BRONX,228
2010/02/19,heating,BRONX,240
2010/02/20,heating,BRONX,197
2010/02/21,heating,BRONX,165
2010/02/22,heating,BRONX,228
2010/02/23,heating,BRONX,284
2010/02/24,heating,BRONX,251
2010/02/25,heating,BRONX,238
2010/02/26,heating,BRONX,293
2010/02/27,heating,BRONX,210
2010/02/28,heating,BRONX,182
2010/03/01,heating,BRONX,210
2010/03/02,heating,BRONX,175
2010/03/03,heating,BRONX,223
2010/03/04,heating,BRONX,196
2010/03/05,heating,BRONX,199
2010/03/06,heating,BRONX,171
2010/03/07,heating,BRONX,119
2010/03/08,heating,BRONX,154
2010/03/09,heating,BRONX,109
2010/03/10,heating,BRONX,134
2010/03/11,heating,BRONX,165
2010/03/12,heating,BRONX,280
2010/03/13,heating,BRONX,334
2010/03/14,heating,BRONX,225
2010/03/15,heating,BRONX,228
2010/03/16,heating,BRONX,157
2010/03/17,heating,BRONX,92
2010/03/18,heating,BRONX,67
2010/03/19,heating,BRONX,69
2010/03/20,heating,BRONX,75
2010/03/21,heating,BRONX,39
2010/03/22,heating,BRONX,96
2010/03/23,heating,BRONX,128
2010/03/24,heating,BRONX,155
2010/03/25,heating,BRONX,109
2010/03/26,heating,BRONX,224
2010/03/27,heating,BRONX,262
2010/03/28,heating,BRONX,235
2010/03/29,heating,BRONX,185
2010/03/30,heating,BRONX,243
2010/03/31,heating,BRONX,149
2010/04/01,heating,BRONX,83
2010/04/02,heating,BRONX,46
2010/04/03,heating,BRONX,65
2010/04/04,heating,BRONX,62
2010/04/05,heating,BRONX,59
2010/04/06,heating,BRONX,39
2010/04/07,heating,BRONX,41
2010/04/08,heating,BRONX,34
2010/04/09,heating,BRONX,37
2010/04/10,heating,BRONX,111
2010/04/11,heating,BRONX,54
2010/04/12,heating,BRONX,71
2010/04/13,heating,BRONX,109
2010/04/14,heating,BRONX,98
2010/04/15,heating,BRONX,65
2010/04/16,heating,BRONX,118
2010/04/17,heating,BRONX,146
2010/04/18,heating,BRONX,141
2010/04/19,heating,BRONX,181
2010/04/20,heating,BRONX,78
2010/04/21,heating,BRONX,46
2010/04/22,heating,BRONX,38
2010/04/23,heating,BRONX,47
2010/04/24,heating,BRONX,41
2010/04/25,heating,BRONX,98
2010/04/26,heating,BRONX,125
2010/04/27,heating,BRONX,149
2010/04/28,heating,BRONX,242
2010/04/29,heating,BRONX,97
2010/04/30,heating,BRONX,37
2010/05/01,heating,BRONX,34
2010/05/02,heating,BRONX,30
2010/05/03,heating,BRONX,41
2010/05/04,heating,BRONX,24
2010/05/05,heating,BRONX,29
2010/05/06,heating,BRONX,40
2010/05/07,heating,BRONX,20
2010/05/08,heating,BRONX,23
2010/05/09,heating,BRONX,120
2010/05/10,heating,BRONX,199
2010/05/11,heating,BRONX,193
2010/05/12,heating,BRONX,246
2010/05/13,heating,BRONX,73
2010/05/14,heating,BRONX,40
2010/05/15,heating,BRONX,28
2010/05/16,heating,BRONX,26
2010/05/17,heating,BRONX,30
2010/05/18,heating,BRONX,60
2010/05/19,heating,BRONX,51
2010/05/20,heating,BRONX,50
2010/05/21,heating,BRONX,21
2010/05/22,heating,BRONX,17
2010/05/23,heating,BRONX,23
2010/05/24,heating,BRONX,25
2010/05/25,heating,BRONX,27
2010/05/26,heating,BRONX,26
2010/05/27,heating,BRONX,14
2010/05/28,heating,BRONX,18
2010/05/29,heating,BRONX,19
2010/05/30,heating,BRONX,14
2010/05/31,heating,BRONX,16
2010/06/01,heating,BRONX,24
2010/06/02,heating,BRONX,19
2010/06/03,heating,BRONX,19
2010/06/04,heating,BRONX,16
2010/06/05,heating,BRONX,8
2010/06/06,heating,BRONX,14
2010/06/07,heating,BRONX,30
2010/06/08,heating,BRONX,17
2010/06/09,heating,BRONX,23
2010/06/10,heating,BRONX,17
2010/06/11,heating,BRONX,12
2010/06/12,heating,BRONX,9
2010/06/13,heating,BRONX,21
2010/06/14,heating,BRONX,31
2010/06/15,heating,BRONX,21
2010/06/16,heating,BRONX,29
2010/06/17,heating,BRONX,19
2010/06/18,heating,BRONX,10
2010/06/19,heating,BRONX,19
2010/06/20,heating,BRONX,11
2010/06/21,heating,BRONX,27
2010/06/22,heating,BRONX,21
2010/06/23,heating,BRONX,20
2010/06/24,heating,BRONX,17
2010/06/25,heating,BRONX,24
2010/06/26,heating,BRONX,20
2010/06/27,heating,BRONX,11
2010/06/28,heating,BRONX,33
2010/06/29,heating,BRONX,28
2010/06/30,heating,BRONX,11
2010/07/01,heating,BRONX,26
2010/07/02,heating,BRONX,12
2010/07/03,heating,BRONX,16
2010/07/04,heating,BRONX,10
2010/07/05,heating,BRONX,18
2010/07/06,heating,BRONX,17
2010/07/07,heating,BRONX,12
2010/07/08,heating,BRONX,19
2010/07/09,heating,BRONX,20
2010/07/10,heating,BRONX,24
2010/07/11,heating,BRONX,21
2010/07/12,heating,BRONX,15
2010/07/13,heating,BRONX,23
2010/07/14,heating,BRONX,20
2010/07/15,heating,BRONX,25
2010/07/16,heating,BRONX,9
2010/07/17,heating,BRONX,17
2010/07/18,heating,BRONX,15
2010/07/19,heating,BRONX,13
2010/07/20,heating,BRONX,12
2010/07/21,heating,BRONX,15
2010/07/22,heating,BRONX,14
2010/07/23,heating,BRONX,8
2010/07/24,heating,BRONX,20
2010/07/25,heating,BRONX,16
2010/07/26,heating,BRONX,21
2010/07/27,heating,BRONX,21
2010/07/28,heating,BRONX,21
2010/07/29,heating,BRONX,22
2010/07/30,heating,BRONX,15
2010/07/31,heating,BRONX,15
2010/08/01,heating,BRONX,24
2010/08/02,heating,BRONX,27
2010/08/03,heating,BRONX,22
2010/08/04,heating,BRONX,16
2010/08/05,heating,BRONX,14
2010/08/06,heating,BRONX,8
2010/08/07,heating,BRONX,21
2010/08/08,heating,BRONX,20
2010/08/09,heating,BRONX,31
2010/08/10,heating,BRONX,17
2010/08/11,heating,BRONX,14
2010/08/12,heating,BRONX,17
2010/08/13,heating,BRONX,20
2010/08/14,heating,BRONX,13
2010/08/15,heating,BRONX,12
2010/08/16,heating,BRONX,29
2010/08/17,heating,BRONX,23
2010/08/18,heating,BRONX,20
2010/08/19,heating,BRONX,17
2010/08/20,heating,BRONX,10
2010/08/21,heating,BRONX,13
2010/08/22,heating,BRONX,22
2010/08/23,heating,BRONX,38
2010/08/24,heating,BRONX,29
2010/08/25,heating,BRONX,29
2010/08/26,heating,BRONX,13
2010/08/27,heating,BRONX,18
2010/08/28,heating,BRONX,19
2010/08/29,heating,BRONX,15
2010/08/30,heating,BRONX,20
2010/08/31,heating,BRONX,17
2010/09/01,heating,BRONX,20
2010/09/02,heating,BRONX,12
2010/09/03,heating,BRONX,16
2010/09/04,heating,BRONX,13
2010/09/05,heating,BRONX,12
2010/09/06,heating,BRONX,16
2010/09/07,heating,BRONX,21
2010/09/08,heating,BRONX,16
2010/09/09,heating,BRONX,34
2010/09/10,heating,BRONX,19
2010/09/11,heating,BRONX,23
2010/09/12,heating,BRONX,27
2010/09/13,heating,BRONX,18
2010/09/14,heating,BRONX,28
2010/09/15,heating,BRONX,19
2010/09/16,heating,BRONX,25
2010/09/17,heating,BRONX,18
2010/09/18,heating,BRONX,31
2010/09/19,heating,BRONX,24
2010/09/20,heating,BRONX,27
2010/09/21,heating,BRONX,21
2010/09/22,heating,BRONX,21
2010/09/23,heating,BRONX,15
2010/09/24,heating,BRONX,24
2010/09/25,heating,BRONX,22
2010/09/26,heating,BRONX,26
2010/09/27,heating,BRONX,39
2010/09/28,heating,BRONX,26
2010/09/29,heating,BRONX,15
2010/09/30,heating,BRONX,15
2010/10/01,heating,BRONX,17
2010/10/02,heating,BRONX,28
2010/10/03,heating,BRONX,75
2010/10/04,heating,BRONX,169
2010/10/05,heating,BRONX,129
2010/10/06,heating,BRONX,81
2010/10/07,heating,BRONX,80
2010/10/08,heating,BRONX,31
2010/10/09,heating,BRONX,30
2010/10/10,heating,BRONX,66
2010/10/11,heating,BRONX,42
2010/10/12,heating,BRONX,37
2010/10/13,heating,BRONX,99
2010/10/14,heating,BRONX,70
2010/10/15,heating,BRONX,243
2010/10/16,heating,BRONX,291
2010/10/17,heating,BRONX,204
2010/10/18,heating,BRONX,303
2010/10/19,heating,BRONX,321
2010/10/20,heating,BRONX,304
2010/10/21,heating,BRONX,368
2010/10/22,heating,BRONX,532
2010/10/23,heating,BRONX,323
2010/10/24,heating,BRONX,98
2010/10/25,heating,BRONX,92
2010/10/26,heating,BRONX,59
2010/10/27,heating,BRONX,53
2010/10/28,heating,BRONX,30
2010/10/29,heating,BRONX,180
2010/10/30,heating,BRONX,351
2010/10/31,heating,BRONX,422
2010/11/01,heating,BRONX,799
2010/11/02,heating,BRONX,855
2010/11/03,heating,BRONX,541
2010/11/04,heating,BRONX,406
2010/11/05,heating,BRONX,279
2010/11/06,heating,BRONX,368
2010/11/07,heating,BRONX,470
2010/11/08,heating,BRONX,675
2010/11/09,heating,BRONX,477
2010/11/10,heating,BRONX,368
2010/11/11,heating,BRONX,307
2010/11/12,heating,BRONX,204
2010/11/13,heating,BRONX,125
2010/11/14,heating,BRONX,121
2010/11/15,heating,BRONX,142
2010/11/16,heating,BRONX,166
2010/11/17,heating,BRONX,243
2010/11/18,heating,BRONX,307
2010/11/19,heating,BRONX,397
2010/11/20,heating,BRONX,305
2010/11/21,heating,BRONX,369
2010/11/22,heating,BRONX,214
2010/11/23,heating,BRONX,153
2010/11/24,heating,BRONX,396
2010/11/25,heating,BRONX,289
2010/11/26,heating,BRONX,266
2010/11/27,heating,BRONX,528
2010/11/28,heating,BRONX,424
2010/11/29,heating,BRONX,487
2010/11/30,heating,BRONX,301
2010/12/01,heating,BRONX,228
2010/12/02,heating,BRONX,513
2010/12/03,heating,BRONX,408
2010/12/04,heating,BRONX,500
2010/12/05,heating,BRONX,564
2010/12/06,heating,BRONX,836
2010/12/07,heating,BRONX,816
2010/12/08,heating,BRONX,756
2010/12/09,heating,BRONX,779
2010/12/10,heating,BRONX,712
2010/12/11,heating,BRONX,350
2010/12/12,heating,BRONX,245
2010/12/13,heating,BRONX,390
2010/12/14,heating,BRONX,976
2010/12/15,heating,BRONX,993
2010/12/16,heating,BRONX,759
2010/12/17,heating,BRONX,422
2010/12/18,heating,BRONX,393
2010/12/19,heating,BRONX,367
2010/12/20,heating,BRONX,574
2010/12/21,heating,BRONX,558
2010/12/22,heating,BRONX,459
2010/12/23,heating,BRONX,488
2010/12/24,heating,BRONX,338
2010/12/25,heating,BRONX,347
2010/12/26,heating,BRONX,494
2010/12/27,heating,BRONX,544
2010/12/28,heating,BRONX,612
2010/12/29,heating,BRONX,462
2010/12/30,heating,BRONX,327
2010/12/31,heating,BRONX,207
2011/01/01,heating,BRONX,163
2011/01/02,heating,BRONX,181
2011/01/03,heating,BRONX,402
2011/01/04,heating,BRONX,340
2011/01/05,heating,BRONX,353
2011/01/06,heating,BRONX,376
2011/01/07,heating,BRONX,359
2011/01/08,heating,BRONX,422
2011/01/09,heating,BRONX,407
2011/01/10,heating,BRONX,567
2011/01/11,heating,BRONX,543
2011/01/12,heating,BRONX,517
2011/01/13,heating,BRONX,599
2011/01/14,heating,BRONX,551
2011/01/15,heating,BRONX,390
2011/01/16,heating,BRONX,247
2011/01/17,heating,BRONX,510
2011/01/18,heating,BRONX,504
2011/01/19,heating,BRONX,313
2011/01/20,heating,BRONX,312
2011/01/21,heating,BRONX,391
2011/01/22,heating,BRONX,594
2011/01/23,heating,BRONX,679
2011/01/24,heating,BRONX,1103
2011/01/25,heating,BRONX,664
2011/01/26,heating,BRONX,441
2011/01/27,heating,BRONX,307
2011/01/28,heating,BRONX,224
2011/01/29,heating,BRONX,217
2011/01/30,heating,BRONX,221
2011/01/31,heating,BRONX,365
2011/02/01,heating,BRONX,444
2011/02/02,heating,BRONX,354
2011/02/03,heating,BRONX,325
2011/02/04,heating,BRONX,293
2011/02/05,heating,BRONX,237
2011/02/06,heating,BRONX,213
2011/02/07,heating,BRONX,182
2011/02/08,heating,BRONX,266
2011/02/09,heating,BRONX,577
2011/02/10,heating,BRONX,447
2011/02/11,heating,BRONX,340
2011/02/12,heating,BRONX,250
2011/02/13,heating,BRONX,212
2011/02/14,heating,BRONX,220
2011/02/15,heating,BRONX,389
2011/02/16,heating,BRONX,240
2011/02/17,heating,BRONX,161
2011/02/18,heating,BRONX,106
2011/02/19,heating,BRONX,358
2011/02/20,heating,BRONX,462
2011/02/21,heating,BRONX,348
2011/02/22,heating,BRONX,441
2011/02/23,heating,BRONX,410
2011/02/24,heating,BRONX,240
2011/02/25,heating,BRONX,211
2011/02/26,heating,BRONX,189
2011/02/27,heating,BRONX,145
2011/02/28,heating,BRONX,171
2011/03/01,heating,BRONX,210
2011/03/02,heating,BRONX,185
2011/03/03,heating,BRONX,197
2011/03/04,heating,BRONX,60
2011/03/05,heating,BRONX,6
2011/03/06,heating,BRONX,10
2011/03/07,heating,BRONX,174
2011/03/08,heating,BRONX,192
2011/03/09,heating,BRONX,241
2011/03/10,heating,BRONX,210
2011/03/11,heating,BRONX,111
2011/03/12,heating,BRONX,139
2011/03/13,heating,BRONX,151
2011/03/14,heating,BRONX,212
2011/03/15,heating,BRONX,226
2011/03/16,heating,BRONX,139
2011/03/17,heating,BRONX,118
2011/03/18,heating,BRONX,68
2011/03/19,heating,BRONX,134
2011/03/20,heating,BRONX,190
2011/03/21,heating,BRONX,251
2011/03/22,heating,BRONX,212
2011/03/23,heating,BRONX,235
2011/03/24,heating,BRONX,262
2011/03/25,heating,BRONX,200
2011/03/26,heating,BRONX,282
2011/03/27,heating,BRONX,244
2011/03/28,heating,BRONX,360
2011/03/29,heating,BRONX,277
2011/03/30,heating,BRONX,181
2011/03/31,heating,BRONX,202
2011/04/01,heating,BRONX,177
2011/04/02,heating,BRONX,117
2011/04/03,heating,BRONX,101
2011/04/04,heating,BRONX,123
2011/04/05,heating,BRONX,150
2011/04/06,heating,BRONX,147
2011/04/07,heating,BRONX,154
2011/04/08,heating,BRONX,153
2011/04/09,heating,BRONX,115
2011/04/10,heating,BRONX,125
2011/04/11,heating,BRONX,71
2011/04/12,heating,BRONX,90
2011/04/13,heating,BRONX,230
2011/04/14,heating,BRONX,68
2011/04/15,heating,BRONX,95
2011/04/16,heating,BRONX,237
2011/04/17,heating,BRONX,85
2011/04/18,heating,BRONX,107
2011/04/19,heating,BRONX,120
2011/04/20,heating,BRONX,130
2011/04/21,heating,BRONX,107
2011/04/22,heating,BRONX,198
2011/04/23,heating,BRONX,145
2011/04/24,heating,BRONX,41
2011/04/25,heating,BRONX,39
2011/04/26,heating,BRONX,35
2011/04/27,heating,BRONX,35
2011/04/28,heating,BRONX,35
2011/04/29,heating,BRONX,25
2011/04/30,heating,BRONX,42
2011/05/01,heating,BRONX,65
2011/05/02,heating,BRONX,73
2011/05/03,heating,BRONX,48
2011/05/04,heating,BRONX,86
2011/05/05,heating,BRONX,81
2011/05/06,heating,BRONX,50
2011/05/07,heating,BRONX,47
2011/05/08,heating,BRONX,34
2011/05/09,heating,BRONX,42
2011/05/10,heating,BRONX,35
2011/05/11,heating,BRONX,61
2011/05/12,heating,BRONX,26
2011/05/13,heating,BRONX,31
2011/05/14,heating,BRONX,21
2011/05/15,heating,BRONX,22
2011/05/16,heating,BRONX,51
2011/05/17,heating,BRONX,75
2011/05/18,heating,BRONX,55
2011/05/19,heating,BRONX,35
2011/05/20,heating,BRONX,24
2011/05/21,heating,BRONX,22
2011/05/22,heating,BRONX,21
2011/05/23,heating,BRONX,38
2011/05/24,heating,BRONX,10
2011/05/25,heating,BRONX,11
2011/05/26,heating,BRONX,15
2011/05/27,heating,BRONX,22
2011/05/28,heating,BRONX,28
2011/05/29,heating,BRONX,22
2011/05/30,heating,BRONX,25
2011/05/31,heating,BRONX,25
2011/06/01,heating,BRONX,42
2011/06/02,heating,BRONX,23
2011/06/03,heating,BRONX,19
2011/06/04,heating,BRONX,12
2011/06/05,heating,BRONX,24
2011/06/06,heating,BRONX,13
2011/06/07,heating,BRONX,12
2011/06/08,heating,BRONX,17
2011/06/09,heating,BRONX,29
2011/06/10,heating,BRONX,28
2011/06/11,heating,BRONX,20
2011/06/12,heating,BRONX,20
2011/06/13,heating,BRONX,14
2011/06/14,heating,BRONX,15
2011/06/15,heating,BRONX,18
2011/06/16,heating,BRONX,20
2011/06/17,heating,BRONX,16
2011/06/18,heating,BRONX,18
2011/06/19,heating,BRONX,17
2011/06/20,heating,BRONX,26
2011/06/21,heating,BRONX,22
2011/06/22,heating,BRONX,27
2011/06/23,heating,BRONX,13
2011/06/24,heating,BRONX,8
2011/06/25,heating,BRONX,8
2011/06/26,heating,BRONX,13
2011/06/27,heating,BRONX,14
2011/06/28,heating,BRONX,12
2011/06/29,heating,BRONX,14
2011/06/30,heating,BRONX,13
2011/07/01,heating,BRONX,13
2011/07/02,heating,BRONX,16
2011/07/03,heating,BRONX,18
2011/07/04,heating,BRONX,15
2011/07/05,heating,BRONX,20
2011/07/06,heating,BRONX,15
2011/07/07,heating,BRONX,34
2011/07/08,heating,BRONX,18
2011/07/09,heating,BRONX,13
2011/07/10,heating,BRONX,21
2011/07/11,heating,BRONX,21
2011/07/12,heating,BRONX,31
2011/07/13,heating,BRONX,15
2011/07/14,heating,BRONX,10
2011/07/15,heating,BRONX,24
2011/07/16,heating,BRONX,14
2011/07/17,heating,BRONX,17
2011/07/18,heating,BRONX,10
2011/07/19,heating,BRONX,30
2011/07/20,heating,BRONX,16
2011/07/21,heating,BRONX,12
2011/07/22,heating,BRONX,25
2011/07/23,heating,BRONX,14
2011/07/24,heating,BRONX,19
2011/07/25,heating,BRONX,21
2011/07/26,heating,BRONX,13
2011/07/27,heating,BRONX,17
2011/07/28,heating,BRONX,23
2011/07/29,heating,BRONX,12
2011/07/30,heating,BRONX,19
2011/07/31,heating,BRONX,18
2011/08/01,heating,BRONX,19
2011/08/02,heating,BRONX,28
2011/08/03,heating,BRONX,16
2011/08/04,heating,BRONX,17
2011/08/05,heating,BRONX,6
2011/08/06,heating,BRONX,11
2011/08/07,heating,BRONX,9
2011/08/08,heating,BRONX,15
2011/08/09,heating,BRONX,16
2011/08/10,heating,BRONX,15
2011/08/11,heating,BRONX,10
2011/08/12,heating,BRONX,13
2011/08/13,heating,BRONX,10
2011/08/14,heating,BRONX,17
2011/08/15,heating,BRONX,30
2011/08/16,heating,BRONX,22
2011/08/17,heating,BRONX,12
2011/08/18,heating,BRONX,12
2011/08/19,heating,BRONX,22
2011/08/20,heating,BRONX,9
2011/08/21,heating,BRONX,19
2011/08/22,heating,BRONX,43
2011/08/23,heating,BRONX,16
2011/08/24,heating,BRONX,15
2011/08/25,heating,BRONX,9
2011/08/26,heating,BRONX,7
2011/08/27,heating,BRONX,5
2011/08/28,heating,BRONX,2
2011/08/29,heating,BRONX,16
2011/08/30,heating,BRONX,20
2011/08/31,heating,BRONX,13
2011/09/01,heating,BRONX,14
2011/09/02,heating,BRONX,18
2011/09/03,heating,BRONX,8
2011/09/04,heating,BRONX,18
2011/09/05,heating,BRONX,18
2011/09/06,heating,BRONX,20
2011/09/07,heating,BRONX,22
2011/09/08,heating,BRONX,32
2011/09/09,heating,BRONX,15
2011/09/10,heating,BRONX,12
2011/09/11,heating,BRONX,31
2011/09/12,heating,BRONX,27
2011/09/13,heating,BRONX,24
2011/09/14,heating,BRONX,31
2011/09/15,heating,BRONX,18
2011/09/16,heating,BRONX,29
2011/09/17,heating,BRONX,28
2011/09/18,heating,BRONX,32
2011/09/19,heating,BRONX,38
2011/09/20,heating,BRONX,35
2011/09/21,heating,BRONX,26
2011/09/22,heating,BRONX,29
2011/09/23,heating,BRONX,16
2011/09/25,heating,BRONX,36
2011/09/26,heating,BRONX,25
2011/09/27,heating,BRONX,14
2011/09/28,heating,BRONX,24
2011/09/29,heating,BRONX,16
2011/09/30,heating,BRONX,13
2011/10/01,heating,BRONX,21
2011/10/02,heating,BRONX,32
2011/10/03,heating,BRONX,118
2011/10/04,heating,BRONX,142
2011/10/05,heating,BRONX,49
2011/10/06,heating,BRONX,85
2011/10/07,heating,BRONX,66
2011/10/08,heating,BRONX,41
2011/10/09,heating,BRONX,26
2011/10/10,heating,BRONX,30
2011/10/11,heating,BRONX,28
2011/10/12,heating,BRONX,26
2011/10/13,heating,BRONX,41
2011/10/14,heating,BRONX,18
2011/10/15,heating,BRONX,45
2011/10/16,heating,BRONX,59
2011/10/17,heating,BRONX,65
2011/10/18,heating,BRONX,71
2011/10/19,heating,BRONX,61
2011/10/20,heating,BRONX,47
2011/10/21,heating,BRONX,190
2011/10/22,heating,BRONX,223
2011/10/23,heating,BRONX,198
2011/10/24,heating,BRONX,261
2011/10/25,heating,BRONX,266
2011/10/26,heating,BRONX,240
2011/10/27,heating,BRONX,604
2011/10/28,heating,BRONX,857
2011/10/29,heating,BRONX,708
2011/10/30,heating,BRONX,680
2011/10/31,heating,BRONX,633
2011/11/01,heating,BRONX,382
2011/11/02,heating,BRONX,329
2011/11/03,heating,BRONX,222
2011/11/04,heating,BRONX,364
2011/11/05,heating,BRONX,410
2011/11/06,heating,BRONX,256
2011/11/07,heating,BRONX,173
2011/11/08,heating,BRONX,115
2011/11/09,heating,BRONX,96
2011/11/10,heating,BRONX,59
2011/11/11,heating,BRONX,464
2011/11/12,heating,BRONX,340
2011/11/13,heating,BRONX,213
2011/11/14,heating,BRONX,164
2011/11/15,heating,BRONX,84
2011/11/16,heating,BRONX,104
2011/11/17,heating,BRONX,482
2011/11/18,heating,BRONX,551
2011/11/19,heating,BRONX,357
2011/11/20,heating,BRONX,184
2011/11/21,heating,BRONX,244
2011/11/22,heating,BRONX,304
2011/11/23,heating,BRONX,274
2011/11/24,heating,BRONX,243
2011/11/25,heating,BRONX,146
2011/11/26,heating,BRONX,95
2011/11/27,heating,BRONX,130
2011/11/28,heating,BRONX,93
2011/11/29,heating,BRONX,106
2011/11/30,heating,BRONX,354
2011/12/01,heating,BRONX,394
2011/12/02,heating,BRONX,310
2011/12/03,heating,BRONX,389
2011/12/04,heating,BRONX,245
2011/12/05,heating,BRONX,226
2011/12/06,heating,BRONX,150
2011/12/07,heating,BRONX,186
2011/12/08,heating,BRONX,466
2011/12/09,heating,BRONX,311
2011/12/10,heating,BRONX,383
2011/12/11,heating,BRONX,507
2011/12/12,heating,BRONX,552
2011/12/13,heating,BRONX,505
2011/12/14,heating,BRONX,307
2011/12/15,heating,BRONX,224
2011/12/16,heating,BRONX,279
2011/12/17,heating,BRONX,328
2011/12/18,heating,BRONX,673
2011/12/19,heating,BRONX,604
2011/12/20,heating,BRONX,320
2011/12/21,heating,BRONX,202
2011/12/22,heating,BRONX,159
2011/12/23,heating,BRONX,213
2011/12/24,heating,BRONX,345
2011/12/25,heating,BRONX,275
2011/12/26,heating,BRONX,345
2011/12/27,heating,BRONX,287
2011/12/28,heating,BRONX,385
2011/12/29,heating,BRONX,580
2011/12/30,heating,BRONX,223
2011/12/31,heating,BRONX,135
2012/01/01,heating,BRONX,113
2012/01/02,heating,BRONX,341
2012/01/03,heating,BRONX,890
2012/01/04,heating,BRONX,1134
2012/01/05,heating,BRONX,579
2012/01/06,heating,BRONX,271
2012/01/07,heating,BRONX,144
2012/01/08,heating,BRONX,229
2012/01/09,heating,BRONX,327
2012/01/10,heating,BRONX,287
2012/01/11,heating,BRONX,294
2012/01/12,heating,BRONX,313
